dataset,location,year,month,day,date,data_quality,max_temp_c,max_temp_flag,min_temp_c,min_temp_flag,mean_temp_c,mean_temp_flag,heat_deg_days_c,heat_deg_days_flag,cool_deg_days_c,cool_deg_days_flag,total_rain_mm,total_rain_flag,total_snow_cm,total_snow_flag,total_precip_mm,total_precip_flag,snow_on_grnd_cm,snow_on_grnd_flag,dir_of_max_gust_10s_deg,dir_of_max_gust_flag,spd_of_max_gust_km_h,spd_of_max_gust_flag,season,lessons,promotion
ec_climate_daily,LA MACAZA QC 5599,2014,4,8,2014-04-08,NA,5,NA,NA,M,NA,M,NA,M,NA,M,2.2,NA,0,NA,2.2,NA,NA,M,NA,NA,NA,NA,1,7,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,9,2014-04-09,NA,4,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,32,NA,NA,NA,NA,NA,1,4,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,10,2014-04-10,NA,14,NA,-7,NA,3.5,NA,14.5,NA,0,NA,4,NA,0,NA,4,NA,32,NA,NA,NA,NA,NA,1,11,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,11,2014-04-11,NA,10,NA,-2,NA,4,NA,14,NA,0,NA,0,NA,0,NA,0,NA,22,NA,NA,NA,NA,NA,1,16,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,12,2014-04-12,NA,11,NA,-5,NA,3,NA,15,NA,0,NA,1.2,NA,0,NA,1.2,NA,12,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,13,2014-04-13,NA,9,NA,-1,NA,4,NA,14,NA,0,NA,21.2,NA,0,NA,21.2,NA,10,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,14,2014-04-14,NA,21,NA,1.5,NA,11.3,NA,6.7,NA,0,NA,11,NA,0,NA,11,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,15,2014-04-15,NA,2,NA,-6,NA,-2,NA,20,NA,0,NA,10,NA,0,T,10,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,16,2014-04-16,NA,0,NA,-12,NA,-6,NA,24,NA,0,NA,0,NA,0,NA,0,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,17,2014-04-17,NA,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,NA,M,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,18,2014-04-18,NA,10,NA,-3,NA,3.5,NA,14.5,NA,0,NA,1,NA,0,NA,1,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,19,2014-04-19,NA,9,NA,0,NA,4.5,NA,13.5,NA,0,NA,0,NA,0,NA,0,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,20,2014-04-20,NA,12,NA,-8,NA,2,NA,16,NA,0,NA,0,NA,0,NA,0,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,21,2014-04-21,NA,17,NA,3,NA,10,NA,8,NA,0,NA,11.2,NA,0,NA,11.2,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,22,2014-04-22,NA,10,NA,6,NA,8,NA,10,NA,0,NA,17.8,NA,0,NA,17.8,NA,0,T,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,23,2014-04-23,NA,8,NA,0,NA,4,NA,14,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,24,2014-04-24,NA,12,NA,-2,NA,5,NA,13,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,25,2014-04-25,NA,14,NA,-6,NA,4,NA,14,NA,0,NA,2,NA,0,NA,2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,26,2014-04-26,NA,6,NA,2,NA,4,NA,14,NA,0,NA,3.4,NA,0,NA,3.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,27,2014-04-27,NA,11,NA,1,NA,6,NA,12,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,28,2014-04-28,NA,NA,M,-2,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,29,2014-04-29,NA,13,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,4,30,2014-04-30,NA,8.5,NA,5,NA,6.8,NA,11.2,NA,0,NA,14,NA,0,NA,14,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,1,2014-05-01,NA,13,NA,5,NA,9,NA,9,NA,0,NA,3,NA,0,NA,3,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,2,2014-05-02,NA,14.5,NA,3,NA,8.8,NA,9.2,NA,0,NA,0.2,NA,0,NA,0.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,3,2014-05-03,NA,15,NA,5,NA,10,NA,8,NA,0,NA,5.4,NA,0,NA,5.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,4,2014-05-04,NA,15,NA,5,NA,10,NA,8,NA,0,NA,2.2,NA,0,NA,2.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,5,2014-05-05,NA,13,NA,2.5,NA,7.8,NA,10.2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,6,2014-05-06,NA,13,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,7,2014-05-07,NA,17,NA,-5,NA,6,NA,12,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,8,2014-05-08,NA,19,NA,-4,NA,7.5,NA,10.5,NA,0,NA,0,T,0,NA,0,T,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,9,2014-05-09,NA,18,NA,2,NA,10,NA,8,NA,0,NA,3,NA,0,NA,3,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,10,2014-05-10,NA,24,NA,13,NA,18.5,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,11,2014-05-11,NA,24,NA,6,NA,15,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,12,2014-05-12,NA,20,NA,3,NA,11.5,NA,6.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,13,2014-05-13,NA,17,NA,8,NA,12.5,NA,5.5,NA,0,NA,3.2,NA,0,NA,3.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,14,2014-05-14,NA,NA,M,10,NA,NA,M,NA,M,NA,M,9,NA,0,NA,9,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,15,2014-05-15,NA,30,NA,13,NA,21.5,NA,0,NA,3.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,16,2014-05-16,NA,21,NA,15,NA,18,NA,0,NA,0,NA,34.2,NA,0,NA,34.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,17,2014-05-17,NA,15,NA,8,NA,11.5,NA,6.5,NA,0,NA,1,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,18,2014-05-18,NA,15.5,NA,1,NA,8.3,NA,9.7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,19,2014-05-19,NA,22,NA,-2,NA,10,NA,8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,20,2014-05-20,NA,25,NA,0,NA,12.5,NA,5.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,21,2014-05-21,NA,24,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,22,2014-05-22,NA,25,NA,4,NA,14.5,NA,3.5,NA,0,NA,34.2,NA,0,NA,34.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,23,2014-05-23,NA,21,NA,9,NA,15,NA,3,NA,0,NA,10.4,NA,0,NA,10.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,24,2014-05-24,NA,24,NA,7,NA,15.5,NA,2.5,NA,0,NA,0.8,NA,0,NA,0.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,25,2014-05-25,NA,26,NA,8,NA,17,NA,1,NA,0,NA,1.2,NA,0,NA,1.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,26,2014-05-26,NA,24,NA,12,NA,18,NA,0,NA,0,NA,13.2,NA,0,NA,13.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,27,2014-05-27,NA,15,NA,10,NA,12.5,NA,5.5,NA,0,NA,7.8,NA,0,NA,7.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,28,2014-05-28,NA,NA,M,9,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,29,2014-05-29,NA,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,30,2014-05-30,NA,23,NA,9,NA,16,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,5,31,2014-05-31,NA,24,NA,1,NA,12.5,NA,5.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,1,2014-06-01,NA,26,NA,6,NA,16,NA,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,2,2014-06-02,NA,30,NA,9,NA,19.5,NA,0,NA,1.5,NA,1,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,3,2014-06-03,NA,23,NA,19,NA,21,NA,0,NA,3,NA,15.2,NA,0,NA,15.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,4,2014-06-04,NA,16,NA,10,NA,13,NA,5,NA,0,NA,2.6,NA,0,NA,2.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,5,2014-06-05,NA,17.5,NA,10,NA,13.8,NA,4.2,NA,0,NA,4.2,NA,0,NA,4.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,6,2014-06-06,NA,23,NA,11,NA,17,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,7,2014-06-07,NA,28,NA,7,NA,17.5,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,8,2014-06-08,NA,29,NA,7,NA,18,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,9,2014-06-09,NA,27,NA,12,NA,19.5,NA,0,NA,1.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,10,2014-06-10,NA,28,NA,9,NA,18.5,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,11,2014-06-11,NA,25,NA,7,NA,16,NA,2,NA,0,NA,7,NA,0,NA,7,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,12,2014-06-12,NA,17.5,NA,12.5,NA,15,NA,3,NA,0,NA,18.4,NA,0,NA,18.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,13,2014-06-13,NA,20,NA,16,NA,18,NA,0,NA,0,NA,34.8,NA,0,NA,34.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,14,2014-06-14,NA,19.5,NA,13,NA,16.3,NA,1.7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,15,2014-06-15,NA,25,NA,8,NA,16.5,NA,1.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,16,2014-06-16,NA,NA,M,5,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,17,2014-06-17,NA,27,NA,9,NA,18,NA,0,NA,0,NA,14.2,NA,0,NA,14.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,18,2014-06-18,NA,24.5,NA,14,NA,19.3,NA,0,NA,1.3,NA,3.4,NA,0,NA,3.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,19,2014-06-19,NA,23,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,20,2014-06-20,NA,23,NA,3,NA,13,NA,5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,21,2014-06-21,NA,22,NA,4.5,NA,13.3,NA,4.7,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,22,2014-06-22,NA,26,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,23,2014-06-23,NA,27,NA,NA,M,NA,M,NA,M,NA,M,0,T,0,NA,0,T,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,24,2014-06-24,NA,21,NA,13,NA,17,NA,1,NA,0,NA,7.8,NA,0,NA,7.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,25,2014-06-25,NA,26,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,26,2014-06-26,NA,28,NA,12,NA,20,NA,0,NA,2,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,27,2014-06-27,NA,30,NA,7,NA,18.5,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,28,2014-06-28,NA,30,NA,9,NA,19.5,NA,0,NA,1.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,29,2014-06-29,NA,30,NA,12,NA,21,NA,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,6,30,2014-06-30,NA,31,NA,19,NA,25,NA,0,NA,7,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,1,2014-07-01,NA,30.5,NA,18,NA,24.3,NA,0,NA,6.3,NA,NA,M,0,NA,NA,M,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,2,2014-07-02,NA,28,NA,15,NA,21.5,NA,0,NA,3.5,NA,1,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,3,2014-07-03,NA,21,NA,13,NA,17,NA,1,NA,0,NA,0.6,NA,0,NA,0.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,4,2014-07-04,NA,24,NA,14,NA,19,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,5,2014-07-05,NA,28,NA,5,NA,16.5,NA,1.5,NA,0,NA,0.4,NA,0,NA,0.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,6,2014-07-06,NA,NA,M,16,NA,NA,M,NA,M,NA,M,5.2,NA,0,NA,5.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,7,2014-07-07,NA,NA,M,17,NA,NA,M,NA,M,NA,M,7.2,NA,0,NA,7.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,8,2014-07-08,NA,28,NA,14,NA,21,NA,0,NA,3,NA,11.6,NA,0,NA,11.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,9,2014-07-09,NA,NA,M,15,NA,NA,M,NA,M,NA,M,0.8,NA,0,NA,0.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,10,2014-07-10,NA,23,NA,7,NA,15,NA,3,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,11,2014-07-11,NA,25,NA,6,NA,15.5,NA,2.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,12,2014-07-12,NA,27,NA,9,NA,18,NA,0,NA,0,NA,1,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,13,2014-07-13,NA,23,NA,15,NA,19,NA,0,NA,1,NA,16.2,NA,0,NA,16.2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,14,2014-07-14,NA,25,NA,10,NA,17.5,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,15,2014-07-15,NA,22,NA,10,NA,16,NA,2,NA,0,NA,2.6,NA,0,NA,2.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,16,2014-07-16,NA,21,NA,15,NA,18,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,17,2014-07-17,NA,22,NA,10,NA,16,NA,2,NA,0,NA,1.4,NA,0,NA,1.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,18,2014-07-18,NA,26,NA,11,NA,18.5,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,19,2014-07-19,NA,26,NA,10,NA,18,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,20,2014-07-20,NA,27,NA,14,NA,20.5,NA,0,NA,2.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,21,2014-07-21,NA,28,NA,15,NA,21.5,NA,0,NA,3.5,NA,0.6,NA,0,NA,0.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,22,2014-07-22,NA,27,NA,14,NA,20.5,NA,0,NA,2.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,23,2014-07-23,NA,NA,M,NA,M,NA,M,NA,M,NA,M,NA,M,0,NA,NA,M,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,24,2014-07-24,NA,23,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,25,2014-07-25,NA,26,NA,8,NA,17,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,26,2014-07-26,NA,26.5,NA,10,NA,18.3,NA,0,NA,0.3,NA,15,NA,0,NA,15,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,27,2014-07-27,NA,24,NA,17,NA,20.5,NA,0,NA,2.5,NA,6.6,NA,0,NA,6.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,28,2014-07-28,NA,19,NA,12,NA,15.5,NA,2.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,29,2014-07-29,NA,22,NA,6,NA,14,NA,4,NA,0,NA,1,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,30,2014-07-30,NA,19,NA,7,NA,13,NA,5,NA,0,NA,5.4,NA,0,NA,5.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,7,31,2014-07-31,NA,21,NA,8,NA,14.5,NA,3.5,NA,0,NA,2,NA,0,NA,2,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,1,2014-08-01,NA,25,NA,10.5,NA,17.8,NA,0.2,NA,0,NA,3.4,NA,0,NA,3.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,2,2014-08-02,NA,NA,M,13,NA,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,3,2014-08-03,NA,27,NA,12,NA,19.5,NA,0,NA,1.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,4,2014-08-04,NA,28,NA,NA,M,NA,M,NA,M,NA,M,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,5,2014-08-05,NA,25.5,NA,13,NA,19.3,NA,0,NA,1.3,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,6,2014-08-06,NA,25,NA,6,NA,15.5,NA,2.5,NA,0,NA,0.4,NA,0,NA,0.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,7,2014-08-07,NA,24.5,NA,9,NA,16.8,NA,1.2,NA,0,NA,0.4,NA,0,NA,0.4,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,8,2014-08-08,NA,27,NA,8,NA,17.5,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,9,2014-08-09,NA,29,NA,8,NA,18.5,NA,0,NA,0.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,10,2014-08-10,NA,30,NA,9,NA,19.5,NA,0,NA,1.5,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,11,2014-08-11,NA,30,NA,12,NA,21,NA,0,NA,3,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,12,2014-08-12,NA,25,NA,12,NA,18.5,NA,0,NA,0.5,NA,NA,M,0,NA,NA,M,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,13,2014-08-13,NA,24,NA,16,NA,20,NA,0,NA,2,NA,53.6,NA,0,NA,53.6,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,14,2014-08-14,NA,17,NA,10,NA,13.5,NA,4.5,NA,0,NA,2.8,NA,0,NA,2.8,NA,0,NA,NA,NA,NA,NA,0,0,0
ec_climate_daily,LA MACAZA QC 5599,2014,8,15,2014-08-15,NA,16.5,NA,9,NA,12.8,NA,5.2,NA,0,NA,3.6,NA,0,NA,3.6,NA,0,NA,NA,NA,NA,NA,0,0,0
